RID,原文斷詞,原文出題,原文答案,原文規則,原文出題規則,原文出題答案
458,山竹_人1 的_u1 外皮_物1 是_vshi1 深_a1 紅色_物2,山竹的什麼是深紅色,外皮,人1 + u1 + 物1 + vshi1 + a1 + 物2,人1 + u1 + 什麼 + vshi1 + a1 + 物2,物1
459,打開_v1 外皮_物1 ，_w1 可以_v2 看_v3 到_v4 雪白_z1 的_u1 果肉_物2,打開什麼，可以看到雪白的果肉,外皮,v1 + 物1 + w1 + v2 + v3 + v4 + z1 + u1 + 物2,v1 + 什麼 + w1 + v2 + v3 + v4 + z1 + u1 + 物2,物1
460,打開_v1 外皮_物1 ，_w1 可以_v2 看_v3 到_v4 雪白_z1 的_u1 果肉_物2,打開外皮，可以看到雪白的什麼,果肉,v1 + 物1 + w1 + v2 + v3 + v4 + z1 + u1 + 物2,v1 + 物1 + w1 + v2 + v3 + v4 + z1 + u1 + 什麼,物2
461,波羅蜜_nrf1 也_d1 是_vshi1 神奇_a1 的_u1 水果_物1,波羅蜜也是神奇的什麼,水果,nrf1 + d1 + vshi1 + a1 + u1 + 物1,nrf1 + d1 + vshi1 + a1 + u1 + 什麼,物1
462,只_d1 靠_v1 著_v2 一_m1 根_q1 短小_z1 的_u1 蒂_物1 ，_w1 就_d2 把_p1 十幾_m2 斤_q2 的_u2 波羅蜜_物2 掛_v3 在_p2 樹上_物3,只靠著一根短小的什麼，就把十幾斤的波蘿蜜掛在樹上,蒂,d1 + v1 + v2 + m1 + q1 + z1 + u1 + 物1 + w1 + d2 + p1 + m2 + q2 + u2 + 物2 + v3 + p2 + 物3,d1 + v1 + v2 + m1 + q1 + z1 + u1 + 什麼 + w1 + d2 + p1 + m2 + q2 + u1 + v3 + p2 + 物3,物1
463,只_d1 靠_v1 著_v2 一_m1 根_q1 短小_z1 的_u1 蒂_物1 ，_w1 就_d2 把_p1 十幾_m2 斤_q2 的_u2 波羅蜜_物2 掛_v3 在_p2 樹上_物3,只靠著一根短小的蒂，就把十幾斤的什麼掛在樹上,波羅蜜,d1 + v1 + v2 + m1 + q1 + z1 + u1 + 物1 + w1 + d2 + p1 + m2 + q2 + u2 + 物2 + v3 + p2 + 物3,d1 + v1 + v2 + m1 + q1 + z1 + u1 + 物1 + w1 + d2 + p1 + m2 + q2 + u1 + 什麼 + v3 + p2 + 物3,物2
464,只_d1 靠_v1 著_v2 一_m1 根_q1 短小_z1 的_u1 蒂_物1,只靠著一根短小的什麼,蒂,d1 + v1 + v2 + m1 + q1 + z1 + u1 + 物1,d1 + v1 + v2 + m1 + q1 + z1 + u1 + 什麼,物1
465,就_d1 把_p1 十幾_m1 斤_q1 的_u1 波羅蜜_物1 掛_v1 在_p2 樹上_物2,就把十幾斤的什麼掛在樹上,波羅蜜,d1 + p1 + m1 + q1 + u1 + 物1 + v1 + p2 + 物2,d1 + p1 + m1 + q1 + u1 + 什麼 + v1 + p2 + 物2,物1
466,泰國_時1 有_vyou1 很多_m1 好吃_a1 的_u1 水果_物1 ，_w1 可_c1 以_p1 稱得上_v1 是_vshi1 水果_物2 王國_物3,泰國有很多好吃的什麼，可以稱得上是水果王國,水果,時1 + vyou1 + m1 + a1 + u1 + 物1 + w1 + c1 + p1 + v1 + vshi1 + 物2 + 物3,時1 + vyou1 + m1 + a1 + u1 + 什麼 + w1 + c1 + p1 + v1 + vshi1 + 物1 + 物3,物2
467,泰國_時1 有_vyou1 很多_m1 好吃_a1 的_u1 水果_物1 ，_w1 可_c1 以_p1 稱得上_v1 是_vshi1 水果_物2 王國_物3,泰國有很多好吃的水果，可以稱得上是什麼王國,水果,時1 + vyou1 + m1 + a1 + u1 + 物1 + w1 + c1 + p1 + v1 + vshi1 + 物2 + 物3,時1 + vyou1 + m1 + a1 + u1 + 物1 + w1 + c1 + p1 + v1 + vshi1 + 什麼 + 物3,物2
468,泰國_時1 有_vyou1 很多_m1 好吃_a1 的_u1 水果_物1,泰國有很多好吃的什麼,水果,時1 + vyou1 + m1 + a1 + u1 + 物1,時1 + vyou1 + m1 + a1 + u1 + 什麼,物1
469,可_c1 以_p1 稱得上_v1 是_vshi1 水果_物1 王國_物2,可以稱得上是什麼王國,水果,c1 + p1 + v1 + vshi1 + 物1 + 物2,c1 + p1 + v1 + vshi1 + 什麼 + 物2,物1
470,今天_物1 一大早_t1 ，_w1 爸爸_人1 帶_v1 著_v2 我_r1 ，_w2 跟_p1 著_v3 旅行團_物2 乘車_v4 出發_v5,今天一大早，誰帶著我，跟著旅行團乘車出發,爸爸,物1 + t1 + w1 + 人1 + v1 + v2 + r1 + w2 + p1 + v3 + 物2 + v4 + v5,物1 + t1 + w1 + 誰 + v1 + v2 + r1 + w1 + p1 + v2 + 物2 + v4 + v5,人1
471,我們_人1 從_p1 車_物1 裡_f1 向_p2 外_f2 看_v1 ，_w1 一路上_人2 看到_v2 廣_a1 闊_a2 的_u1 大海_物2,誰從車裡向外看，一路上看到廣闊的大海,我們,人1 + p1 + 物1 + f1 + p2 + f2 + v1 + w1 + 人2 + v2 + a1 + a2 + u1 + 物2,誰 + p1 + 物1 + f1 + p2 + f2 + v1 + w1 + 人2 + v1 + a1 + a2 + u1 + 物2,人1
472,我們_人1 從_p1 車_物1 裡_f1 向_p2 外_f2 看_v1,誰從車裡向外看,我們,人1 + p1 + 物1 + f1 + p2 + f2 + v1,誰 + p1 + 物1 + f1 + p2 + f2 + v1,人1
473,海灘_人1 上_f1 遍_v1 滿_a1 黑色_物1 的_u1 石頭_物2,海灘變滿黑色的什麼?,石頭,人1 + f1 + v1 + a1 + 物1 + u1 + 物2,人1 + a1 + 物1 + u1 + 什麼,物2
474,水光_物1 閃閃_z1 ，_w1 像_v1 是_vshi1 怪獸_物2 長_v2 滿_a1 了_y1 鱗片_物3,水光閃閃，像是怪獸身上長滿了什麼?,鱗片,物1 + z1 + w1 + v1 + vshi1 + 物2 + v2 + a1 + y1 + 物3,物1 + z1 + w1 + v1 + vshi1 + 物2 + v2 + a1 + y1 + 什麼,物3
475,像_v1 是_vshi1 怪獸_物1 長_v2 滿_a1 了_y1 鱗片_物2,像是怪獸身上長滿了什麼?,鱗片,v1 + vshi1 + 物1 + v2 + a1 + y1 + 物2,v1 + vshi1 + 物1 + v2 + a1 + y1 + 什麼,物2
476,朵朵_q1 的_u1 浪花_物1 ，_w1 像_v1 穿_v2 著_v3 白戰衣_人1 的_u2 勇士_物2 ，_w2 排_v4 成_v5 一_m1 列_q2 齊頭並進_v6,朵朵的什麼東西，像是穿著白戰衣的勇士，排成一列齊頭並進,浪花,q1 + u1 + 物1 + w1 + v1 + v2 + v3 + 人1 + u2 + 物2 + w2 + v4 + v5 + m1 + q2 + v6,q1 + u1 + 什麼東西 + w1 + v1 + v2 + v3 + 人1 + u1 + 物2 + w1 + v4 + v5 + m1 + q2 + v6,物1
477,朵朵_q1 的_u1 浪花_物1,朵朵的什麼東西,浪花,q1 + u1 + 物1,q1 + u1 + 什麼東西,物1
478,當_p1 浪花_人1 打_v1 在_p2 大_a1 石頭_物1 上_f1 ，_w1 立刻_d1 濺_v2 起_v3 好幾_m1 丈_q1 高_a2 的_u1 煙霧_物2,當浪花打在什麼上，立刻濺起好幾仗高的煙霧,石頭,p1 + 人1 + v1 + p2 + a1 + 物1 + f1 + w1 + d1 + v2 + v3 + m1 + q1 + a2 + u1 + 物2,p1 + 人1 + v1 + p2 + 什麼 + f1 + w1 + d1 + v2 + v3 + m1 + a2 + u1 + 物2,物1
479,當_p1 浪花_人1 打_v1 在_p2 大_a1 石頭_物1 上_f1 ，_w1 立刻_d1 濺_v2 起_v3 好幾_m1 丈_q1 高_a2 的_u1 煙霧_物2,當浪花打在石頭上，立刻濺起好幾仗高的什麼,煙霧,p1 + 人1 + v1 + p2 + a1 + 物1 + f1 + w1 + d1 + v2 + v3 + m1 + q1 + a2 + u1 + 物2,p1 + 人1 + v1 + p2 + 物1 + f1 + w1 + d1 + v2 + v3 + m1 + a2 + u1 + 什麼,物2
480,當_p1 浪花_人1 打_v1 在_p2 大_a1 石頭_物1 上_f1,當浪花打在什麼上,石頭,p1 + 人1 + v1 + p2 + a1 + 物1 + f1,p1 + 人1 + v1 + p2 + 什麼 + f1,物1
481,立刻_d1 濺_v1 起_v2 好幾_m1 丈_q1 高_a1 的_u1 煙霧_物1,立刻濺起好幾仗高的什麼,煙霧,d1 + v1 + v2 + m1 + q1 + a1 + u1 + 物1,d1 + v1 + v2 + m1 + a1 + u1 + 什麼,物1
482,這種_人1 美麗_a1 的_u1 景色_物1 ，_w1 恐怕_d1 只有_c1 在_p1 海邊_s1 才_c2 能_v1 看到_v2 吧_y1,這種美麗的什麼，恐怕只有在海邊才能看到吧,景色,人1 + a1 + u1 + 物1 + w1 + d1 + c1 + p1 + s1 + c2 + v1 + v2 + y1,人1 + a1 + u1 + 什麼 + w1 + d1 + c1 + p1 + s1 + c2 + v1 + v2 + y1,物1
483,這種_人1 美麗_a1 的_u1 景色_物1,這種美麗的什麼,景色,人1 + a1 + u1 + 物1,人1 + a1 + u1 + 什麼,物1
484,小島_ns1 三_m1 面_q1 都_d1 被_p1 海水_物1 圍繞_v1 ，_w1 像_v2 是_vshi1 站_v3 在_p2 海_物2 中_f1 的_u1 巨人_物3,小島三面都被什麼圍繞，像是站在海中的巨人,海水,ns1 + m1 + q1 + d1 + p1 + 物1 + v1 + w1 + v2 + vshi1 + v3 + p2 + 物2 + f1 + u1 + 物3,ns1 + m1 + q1 + d1 + p1 + 什麼 + v1 + w1 + v2 + vshi1 + v3 + p2 + 物2 + f1 + u1 + 物3,物1
485,小島_ns1 三_m1 面_q1 都_d1 被_p1 海水_物1 圍繞_v1,小島三面都被什麼圍繞,海水,ns1 + m1 + q1 + d1 + p1 + 物1 + v1,ns1 + m1 + q1 + d1 + p1 + 什麼 + v1,物1
486,最後_f1 車子_物1 停_v1 在_p1 海邊_物2,最後什麼停在海邊,車子,f1 + 物1 + v1 + p1 + 物2,f1 + 什麼 + v1 + p1 + 物2,物1
487,我_人1 站_v1 在_p1 高台_物1 ，_w1 耳邊_時1 聽到_v2 的_u1 是_vshi1 呼呼_o1 的_u2 風聲_物2 ，_w2 眼前_時2 看到_v3 的_u3 是_vshi2 海_物3 闊_a1 天空_物4 的_u4 景象_物5,我站在高台，耳邊聽到的是呼呼的什麼，眼前看到的是海闊天空的景象,風聲,人1 + v1 + p1 + 物1 + w1 + 時1 + v2 + u1 + vshi1 + o1 + u2 + 物2 + w2 + 時2 + v3 + u3 + vshi2 + 物3 + a1 + 物4 + u4 + 物5,人1 + v1 + p1 + 物1 + w1 + 時1 + v2 + u1 + vshi1 + o1 + u1 + 什麼 + w1 + 時2 + v3 + u1 + vshi1 + 物3 + a1 + 物4 + u1 + 物5,物2
488,耳邊_時1 聽到_v1 的_u1 是_vshi1 呼呼_o1 的_u2 風聲_物1,耳邊聽到的是呼呼的什麼,風聲,時1 + v1 + u1 + vshi1 + o1 + u2 + 物1,時1 + v1 + u1 + u1 + vshi1 + o1 + 什麼,物1
489,讓_v1 我_人1 覺得_v2 大自然_物1 真_d1 偉大_a1,讓誰覺得大自然真偉大,我,v1 + 人1 + v2 + 物1 + d1 + a1,v1 + 誰 + v2 + 物1 + d1 + a1,人1
490,爸爸_人1 帶_v1 我們_人2 去_v2 阿里山_ns1 看_v3 日出_v4,誰帶我們去阿里山看日出,爸爸,人1 + v1 + 人2 + v2 + ns1 + v3 + v4,誰 + v1 + 人2 + v2 + ns1 + v3 + v4,人1
491,旅社_人1 的_u1 服務員_人2 用_p1 電話_人3 叫_v1 我們_人4 起床_v2,旅社的誰用電話叫我們起床,服務員,人1 + u1 + 人2 + p1 + 人3 + v1 + 人4 + v2,人1 + u1 + 誰 + p1 + 人3 + v1 + 人4 + v2,人2
492,我們_人1 吃_v1 了_y1 簡便_a1 的_u1 早餐_物1,誰吃了簡便的早餐,我們,人1 + v1 + y1 + a1 + u1 + 物1,誰 + v1 + y1 + a1 + u1 + 物1,人1
493,我們_人1 吃_v1 了_y1 簡便_a1 的_u1 早餐_物1,我們吃了簡便的什麼,早餐,人1 + v1 + y1 + a1 + u1 + 物1,人1 + v1 + y1 + a1 + u1 + 什麼,物1
494,就_d1 跟_p1 著_v1 大家_人1 一同_d2 到_v2 山上_s1 看_v3 日出_v4,就跟著誰一同到山上看日出,大家,d1 + p1 + v1 + 人1 + d2 + v2 + s1 + v3 + v4,d1 + p1 + v1 + 誰 + d2 + v2 + s1 + v3 + v4,人1
495,只有_c1 附近_f1 幾_m1 戶_q1 人家_物1 亮_v1 著_v2 燈火_物2,只在附近幾戶人家亮著什麼?,燈火,c1 + f1 + m1 + q1 + 物1 + v1 + v2 + 物2,f1 + m1 + q1 + 物1 + v1 + v2 + 什麼,物2
496,車子_物1 停_v1 在_p1 阿里山_物2 上_f1,什麼停在阿里山上,車子,物1 + v1 + p1 + 物2 + f1,什麼 + v1 + p1 + 物2 + f1,物1
497,層_q1 層_物1 浮雲_物2 的_u1 背後_f1 ，_w1 透_v1 出_v2 紅紅的_z1 亮光_物3,層層什麼的背後，透出紅紅的亮光,浮雲,q1 + 物1 + 物2 + u1 + f1 + w1 + v1 + v2 + z1 + 物3,q1 + q1 + 什麼 + u1 + f1 + w1 + v1 + v2 + z1 + 物3,物2
498,層_q1 層_物1 浮雲_物2 的_u1 背後_f1 ，_w1 透_v1 出_v2 紅紅的_z1 亮光_物3,層層浮雲的背後，透出紅紅的什麼,層,q1 + 物1 + 物2 + u1 + f1 + w1 + v1 + v2 + z1 + 物3,q1 + q1 + 什麼 + 物2 + u1 + f1 + w1 + v1 + v2 + z1,物1
499,日出_v1 的_u1 奇景_物1 就要_d1 登場_v2 了_y1,日出的什麼就要登場了?,奇景,v1 + u1 + 物1 + d1 + v2 + y1,v1 + u1 + 什麼 + d1 + v2 + y1,物1
500,看到_v1 天上_s1 的_u1 灰雲_人1 轉換_v2 成紫雲_人2,看到天上的灰雲轉換成什麼,成紫雲,v1 + s1 + u1 + 人1 + v2 + 人2,v1 + s1 + u1 + 人1 + v2 + 誰,人2
501,紫雲_人1 又_d1 轉換_v1 成_v2 紅_a1 雲_物1,紫雲又轉換成什麼,雲,人1 + d1 + v1 + v2 + a1 + 物1,人1 + d1 + v1 + v2 + 什麼,物1
502,紅雲_人1 變成_v1 橘色_物1 的_u1 雲_物2,紅雲漸漸變成橘色的什麼,雲,人1 + v1 + 物1 + u1 + 物2,人1 + v1 + 物1 + u1 + 什麼,物2
503,就_d1 在_p1 這_人1 金光閃閃_a1 的_u1 浮雲_物1 背_v1 後_f1 ，_w1 升起_v2 一個_m1 圓圓的_z1 火球_物2,就在這金光閃閃的什麼背後，升起一個圓圓的火球,浮雲,d1 + p1 + 人1 + a1 + u1 + 物1 + v1 + f1 + w1 + v2 + m1 + z1 + 物2,d1 + p1 + 人1 + a1 + u1 + 什麼 + v1 + f1 + w1 + v2 + m1 + z1 + 物2,物1
504,就_d1 在_p1 這_人1 金光閃閃_a1 的_u1 浮雲_物1 背_v1 後_f1 ，_w1 升起_v2 一個_m1 圓圓的_z1 火球_物2,就在這金光閃閃的浮雲背後，升起一個圓圓的什麼,火球,d1 + p1 + 人1 + a1 + u1 + 物1 + v1 + f1 + w1 + v2 + m1 + z1 + 物2,d1 + p1 + 人1 + a1 + u1 + 物1 + v1 + f1 + w1 + v2 + m1 + z1 + 什麼,物2
505,升起_v1 一個_m1 圓圓的_z1 火球_物1,升起一個圓圓的什麼,火球,v1 + m1 + z1 + 物1,v1 + m1 + z1 + 什麼,物1
506,山_人1 的_u1 另_人2 一邊_f1 白雲_物1 湧_v1 起_v2 ，_w1 像_v3 一_m1 堆_q1 堆_v4 的_u2 白雪_物2 ，_w2 又_d1 像_v5 成群_v6 的_u3 綿羊_物3 ，_w3 更_d2 像_v7 朵朵_q2 的_u4 浪花_物4,山的另一邊什麼湧起，像一堆堆的白雪，又想成群的綿羊，更像朵朵的浪花,白雲,人1 + u1 + 人2 + f1 + 物1 + v1 + v2 + w1 + v3 + m1 + q1 + v4 + u2 + 物2 + w2 + d1 + v5 + v6 + u3 + 物3 + w3 + d2 + v7 + q2 + u4 + 物4,人1 + u1 + 人2 + f1 + 什麼 + v1 + v2 + w1 + v3 + m1 + q1 + q1 + u1 + 物2 + w1 + d1 + v6 + u1 + 物3 + w1 + d2 + v3 + q2 + u1 + 物4,物1
507,山_人1 的_u1 另_人2 一邊_f1 白雲_物1 湧_v1 起_v2 ，_w1 像_v3 一_m1 堆_q1 堆_v4 的_u2 白雪_物2 ，_w2 又_d1 像_v5 成群_v6 的_u3 綿羊_物3 ，_w3 更_d2 像_v7 朵朵_q2 的_u4 浪花_物4,山的另一邊白雲湧起，像一堆堆的什麼，又想成群的綿羊，更像朵朵的浪花,白雪,人1 + u1 + 人2 + f1 + 物1 + v1 + v2 + w1 + v3 + m1 + q1 + v4 + u2 + 物2 + w2 + d1 + v5 + v6 + u3 + 物3 + w3 + d2 + v7 + q2 + u4 + 物4,人1 + u1 + 人2 + f1 + 物1 + v1 + v2 + w1 + v3 + m1 + q1 + q1 + u1 + 什麼 + w1 + d1 + v6 + u1 + 物3 + w1 + d2 + v3 + q2 + u1 + 物4,物2
508,山_人1 的_u1 另_人2 一邊_f1 白雲_物1 湧_v1 起_v2 ，_w1 像_v3 一_m1 堆_q1 堆_v4 的_u2 白雪_物2 ，_w2 又_d1 像_v5 成群_v6 的_u3 綿羊_物3 ，_w3 更_d2 像_v7 朵朵_q2 的_u4 浪花_物4,山的另一邊白雲湧起，像一堆堆的白雪，又想成群的什麼，更像朵朵的浪花,綿羊,人1 + u1 + 人2 + f1 + 物1 + v1 + v2 + w1 + v3 + m1 + q1 + v4 + u2 + 物2 + w2 + d1 + v5 + v6 + u3 + 物3 + w3 + d2 + v7 + q2 + u4 + 物4,人1 + u1 + 人2 + f1 + 物1 + v1 + v2 + w1 + v3 + m1 + q1 + q1 + u1 + 物2 + w1 + d1 + v6 + u1 + 什麼 + w1 + d2 + v3 + q2 + u1 + 物4,物3
509,山_人1 的_u1 另_人2 一邊_f1 白雲_物1 湧_v1 起_v2 ，_w1 像_v3 一_m1 堆_q1 堆_v4 的_u2 白雪_物2 ，_w2 又_d1 像_v5 成群_v6 的_u3 綿羊_物3 ，_w3 更_d2 像_v7 朵朵_q2 的_u4 浪花_物4,山的另一邊白雲湧起，像一堆堆的白雪，又想成群的綿羊，更像朵朵的什麼,浪花,人1 + u1 + 人2 + f1 + 物1 + v1 + v2 + w1 + v3 + m1 + q1 + v4 + u2 + 物2 + w2 + d1 + v5 + v6 + u3 + 物3 + w3 + d2 + v7 + q2 + u4 + 物4,人1 + u1 + u1 + u1 + u1 + 人2 + f1 + 物1 + v1 + v2 + w1 + w1 + w1 + v3 + v3 + m1 + q1 + q1 + 物2 + d1 + v6 + 物3 + d2 + q2 + 什麼,物4
510,山_人1 的_u1 另_人2 一邊_f1 白雲_物1 湧_v1 起_v2,山的另一邊什麼湧起,白雲,人1 + u1 + 人2 + f1 + 物1 + v1 + v2,人1 + u1 + 人2 + f1 + 什麼 + v1 + v2,物1
511,爺爺_人1 常_d1 牽_v1 著_v2 我_r1 的_u1 手_物1,誰常牽著我的手,爺爺,人1 + d1 + v1 + v2 + r1 + u1 + 物1,誰 + d1 + v1 + v2 + r1 + u1 + 物1,人1
512,爺爺_人1 常_d1 牽_v1 著_v2 我_人2 的_u1 手_物1 ，_w1 帶_v3 我_人3 到_v4 湖邊_s1 散步_v5,誰常牽著我的手，帶我到湖邊散步,爺爺,人1 + d1 + v1 + v2 + 人2 + u1 + 物1 + w1 + v3 + 人3 + v4 + s1 + v5,誰 + d1 + v1 + v2 + 人2 + u1 + 物1 + w1 + v3 + 人2 + v4 + s1 + v5,人1
513,爺爺_人1 常_d1 牽_v1 著_v2 我_人2 的_u1 手_物1 ，_w1 帶_v3 我_人3 到_v4 湖邊_s1 散步_v5,爺爺常牽著誰的手，帶我到湖邊散步,我,人1 + d1 + v1 + v2 + 人2 + u1 + 物1 + w1 + v3 + 人3 + v4 + s1 + v5,人1 + d1 + v1 + v2 + 誰 + u1 + 物1 + w1 + v3 + 人2 + v4 + s1 + v5,人3
514,我們_人1 是_vshi1 很_d1 有_vyou1 福氣_物1 的_u1 一_m1 群_q1 人_物2,我們是很有什麼的一群人,福氣,人1 + vshi1 + d1 + vyou1 + 物1 + u1 + m1 + q1 + 物2,人1 + vshi1 + d1 + vyou1 + 什麼 + u1 + m1 + q1 + 物2,物1
515,我_人1 看_v1 爺爺_人2 總是_d1 讚美_v2 這個_r1 地方_物1,我看誰總是讚美這個地方,爺爺,人1 + v1 + 人2 + d1 + v2 + r1 + 物1,人1 + v1 + 誰 + d1 + v2 + r1 + 物1,人2
516,我_人1 慢慢_d1 長大_v1 了_y1 ，_w1 開始_v2 懂得_v3 爺爺_物1 的_u1 心情_物2,誰慢慢長大了，開始懂得爺爺的心情,我,人1 + d1 + v1 + y1 + w1 + v2 + v3 + 物1 + u1 + 物2,誰 + d1 + v1 + y1 + w1 + v2 + v3 + 物1 + u1 + 物2,人1
517,爺爺_人1 是_vshi1 在_p1 一九四九年_t1 離開_v1 家鄉_物1 的_u1,誰是在一九四九年離開家鄉的?,爺爺,人1 + vshi1 + p1 + t1 + v1 + 物1 + u1,誰 + vshi1 + p1 + t1 + v1 + 物1 + u1,人1
518,爺爺_人1 跟隨_v1 軍隊_物1 離開_v2 了_y1 家鄉_物2 ，_w1 再_d1 跟_p1 著_v3 部隊_物3 從_p2 雲南_ns1 撤退_v4 到_v5 緬甸_物4 ，_w2 然後_c1 從_p3 緬甸_物5 撤退_v6 泰北_nrf1,誰跟隨軍隊離開了家鄉，再跟著部隊從雲南撤退到緬甸，然後從緬甸撤隊到泰北,爺爺,人1 + v1 + 物1 + v2 + y1 + 物2 + w1 + d1 + p1 + v3 + 物3 + p2 + ns1 + v4 + v5 + 物4 + w2 + c1 + p3 + 物5 + v6 + nrf1,誰 + v1 + 物1 + v2 + y1 + 物2 + w1 + d1 + p1 + v3 + 物3 + p2 + ns1 + v4 + v5 + 物4 + w1 + c1 + p2 + 物4 + v5 + nrf1,人1
519,爺爺_人1 跟隨_v1 軍隊_物1 離開_v2 了_y1 家鄉_物2,誰跟隨軍隊離開了家鄉,爺爺,人1 + v1 + 物1 + v2 + y1 + 物2,誰 + v1 + 物1 + v2 + y1 + 物2,人1
520,等_u1 戰爭_物1 結束_v1 了_y1 ，_w1 爺爺_人1 就_d1 定居_v2 在_p1 大_a1 谷地_物2,等戰爭結束了，誰就定居在大谷地,爺爺,u1 + 物1 + v1 + y1 + w1 + 人1 + d1 + v2 + p1 + a1 + 物2,u1 + 物1 + v1 + y1 + w1 + 誰 + d1 + v2 + p1 + a1 + 物2,人1
521,爺爺_人1 就_d1 定居_v1 在_p1 大_a1 谷地_物1,誰就定居在大谷地,爺爺,人1 + d1 + v1 + p1 + a1 + 物1,誰 + d1 + v1 + p1 + a1 + 物1,人1
522,爺爺_人1 和_c1 朋友_人2 在_p1 這裡_人3 住_v1 了_y1 六十_m1 多_m2 年_q1,誰和朋友在這裡住了六十多年了,爺爺,人1 + c1 + 人2 + p1 + 人3 + v1 + y1 + m1 + m2 + q1,誰 + c1 + 人2 + p1 + 人3 + v1 + y1 + m1 + m2 + q1 + y1,人1
523,爺爺_人1 和_c1 朋友_人2 在_p1 這裡_人3 住_v1 了_y1 六十_m1 多_m2 年_q1,爺爺和誰在這裡住了六十多年了,朋友,人1 + c1 + 人2 + p1 + 人3 + v1 + y1 + m1 + m2 + q1,人1 + c1 + 誰 + p1 + 人3 + v1 + y1 + m1 + m2 + q1 + y1,人2
524,他們_人1 在_p1 這裡_人2 開墾_v1 ，_w1 種植_v2 農產品_物1,他們在這裡開墾，種植什麼,農產品,人1 + p1 + 人2 + v1 + w1 + v2 + 物1,人1 + p1 + 人2 + v1 + w1 + v2 + 什麼,物1
525,而_c1 我_人1 出生_v1 在_p1 這裡_r1 ，_w1 這_人2 裡_f1 當然_d1 是_vshi1 我_r2 的_u1 家鄉_物1,而我出生在這裡，這裡當然是我的什麼,這,c1 + 人1 + v1 + p1 + r1 + w1 + 人2 + f1 + d1 + vshi1 + r2 + u1 + 物1,c1 + 人1 + 人1 + v1 + p1 + r1 + r1 + w1 + 誰 + d1 + vshi1 + u1,人2
526,農人_人1 和_c1 勤勞_a1 做_v1 朋友_物1 ，_w1 就_d1 可以_v2 收穫_v3 豐富_a2,誰和勤勞做朋友，就可以收穫豐富,農人,人1 + c1 + a1 + v1 + 物1 + w1 + d1 + v2 + v3 + a2,誰 + c1 + a1 + v1 + 物1 + w1 + d1 + v2 + v3 + a2,人1
527,勤勞_a1 和_c1 工人_物1 做_v1 朋友_物2 ，_w1 工人_人1 就_d1 可以_v2 生產_v3 出_v4 精美_a2 的_u1 產品_物3,誰和工人做朋友，工人就可以生產出精美的產品,工人,a1 + c1 + 物1 + v1 + 物2 + w1 + 人1 + d1 + v2 + v3 + v4 + a2 + u1 + 物3,誰 + c1 + 物1 + v1 + 物2 + w1 + 物1 + d1 + v2 + v3 + v4 + a2 + u1 + 物3,人1
528,勤勞_a1 和_c1 工人_物1 做_v1 朋友_物2 ，_w1 工人_人1 就_d1 可以_v2 生產_v3 出_v4 精美_a2 的_u1 產品_物3,勤勞和誰做朋友，工人就可以生產出精美的產品,工人,a1 + c1 + 物1 + v1 + 物2 + w1 + 人1 + d1 + v2 + v3 + v4 + a2 + u1 + 物3,a1 + c1 + 誰 + v1 + 物2 + w1 + 物1 + d1 + v2 + v3 + v4 + a2 + u1 + 物3,人1
529,勤勞_a1 和_c1 工人_物1 做_v1 朋友_物2 ，_w1 工人_人1 就_d1 可以_v2 生產_v3 出_v4 精美_a2 的_u1 產品_物3,勤勞和工人做朋友，誰就可以生產出精美的產品,工人,a1 + c1 + 物1 + v1 + 物2 + w1 + 人1 + d1 + v2 + v3 + v4 + a2 + u1 + 物3,a1 + c1 + 物1 + v1 + 物2 + w1 + 誰 + d1 + v2 + v3 + v4 + a2 + u1 + 物3,人1
530,勤勞_a1 和_c1 工人_物1 做_v1 朋友_物2 ，_w1 工人_人1 就_d1 可以_v2 生產_v3 出_v4 精美_a2 的_u1 產品_物3,勤勞和工人做朋友，工人就可以生產出精美的什麼,工人,a1 + c1 + 物1 + v1 + 物2 + w1 + 人1 + d1 + v2 + v3 + v4 + a2 + u1 + 物3,a1 + c1 + 物1 + 物1 + v1 + 物2 + w1 + 誰 + d1 + v2 + v3 + v4 + a2 + u1,人1
531,勤勞_a1 和_c1 商人_物1 做_v1 朋友_物2 ，_w1 商人_人1 的_u1 貨物_物3 就_d1 可以_v2 流通_v3,誰和商人做朋友，商人的貨物就可以流通,商人,a1 + c1 + 物1 + v1 + 物2 + w1 + 人1 + u1 + 物3 + d1 + v2 + v3,誰 + c1 + 物1 + v1 + 物2 + w1 + 物1 + u1 + 物3 + d1 + v2 + v3,人1
532,勤勞_a1 和_c1 商人_物1 做_v1 朋友_物2 ，_w1 商人_人1 的_u1 貨物_物3 就_d1 可以_v2 流通_v3,勤勞和誰做朋友，商人的貨物就可以流通,商人,a1 + c1 + 物1 + v1 + 物2 + w1 + 人1 + u1 + 物3 + d1 + v2 + v3,a1 + c1 + 誰 + v1 + 物2 + w1 + 物1 + u1 + 物3 + d1 + v2 + v3,人1
533,勤勞_a1 和_c1 商人_物1 做_v1 朋友_物2 ，_w1 商人_人1 的_u1 貨物_物3 就_d1 可以_v2 流通_v3,勤勞和商人做朋友，誰的貨物就可以流通,商人,a1 + c1 + 物1 + v1 + 物2 + w1 + 人1 + u1 + 物3 + d1 + v2 + v3,a1 + c1 + 物1 + v1 + 物2 + w1 + 誰 + u1 + 物3 + d1 + v2 + v3,人1
