冊/課,課文,題目,long
L8 L13,"勤勞_人 和_c 我們_人 做朋友_事 ，_x 可以_c 帶給_v 
我們_人 成功_物 的_uj 快樂_物",勤勞和我們做朋友，可以帶給我們什麼的快樂,
L8 L13,"勤勞_人 和_c 我們_人 做朋友_事 ，_x 可以_c 帶給_v 
我們_人 成功_物 的_uj 快樂_物",勤勞和我們做朋友，可以帶給我們成功的什麼,
L8 L13,"聰明_a 的_uj 人_人 都_d 
喜歡_v 跟_p 勤勞_人 接近_v",聰明的誰都喜歡跟勤勞接近,
L8 L13,"聰明_a 的_uj 人_人 都_d 
喜歡_v 跟_p 勤勞_人 接近_v",聰明的人都喜歡跟誰接近,
L8 L13,懶惰_人 和_c 勤勞_人 正好_a 相反_v,誰和勤勞正好相反,
L8 L13,懶惰_人 和_c 勤勞_人 正好_a 相反_v,懶惰和誰正好相反,
L8 L13,"農人_人 和_c 
懶惰_人 做朋友_事 ，_x 收穫_物 就_d 減_v 少_a",誰和懶惰做朋友，收穫就減少,
L8 L13,"農人_人 和_c 
懶惰_人 做朋友_事 ，_x 收穫_物 就_d 減_v 少_a",農人和誰做朋友，收穫就減少,
L8 L13,"農人_人 和_c 
懶惰_人 做朋友_事 ，_x 收穫_物 就_d 減_v 少_a",農人和懶惰做朋友，什麼東西就減少,
L8 L13,"工人_人 和_c 
懶惰_人 做朋友_事 ，_x 產品_物 就_d 會_v 粗陋_a",誰和懶惰做朋友，產品就會粗陋,
L8 L13,"工人_人 和_c 
懶惰_人 做朋友_事 ，_x 產品_物 就_d 會_v 粗陋_a",工人和誰做朋友，產品就會粗陋,
L8 L13,"工人_人 和_c 
懶惰_人 做朋友_事 ，_x 產品_物 就_d 會_v 粗陋_a",工人和懶惰做什麼事情，產品就會粗陋,
L8 L13,"工人_人 和_c 
懶惰_人 做朋友_事 ，_x 產品_物 就_d 會_v 粗陋_a",工人和懶惰做朋友，什麼就會粗陋,
L8 L13,"商人_人 和_c 
它_人 做朋友_事 ，_x 業績_物 就_d 會_v 減少_v",誰和它做朋友，業績就會減少,
L8 L13,"商人_人 和_c 
它_人 做朋友_事 ，_x 業績_物 就_d 會_v 減少_v",商人和誰做朋友，業績就會減少,
L8 L13,"商人_人 和_c 
它_人 做朋友_事 ，_x 業績_物 就_d 會_v 減少_v",商人和它做什麼事情，業績就會減少,
L8 L13,"商人_人 和_c 
它_人 做朋友_事 ，_x 業績_物 就_d 會_v 減少_v",商人和它做朋友，什麼就會減少,
L8 L13,愚笨_a 的_uj 人_人 ，_x 喜歡_v 和_c 懶惰_人 做朋友_事,愚笨的人，喜歡和誰做朋友,
L8 L13,愚笨_a 的_uj 人_人 ，_x 喜歡_v 和_c 懶惰_人 做朋友_事,愚笨的人，喜歡和懶惰做什麼事情,
L8 L13,"於_nr 是_v 先_d 嘗到_v 快樂_a 的_uj 滋味_n ，_x 再體_d 會_v 痛苦_物
 和_c 後悔_物",於是先嘗到快樂的滋味，再體會什麼和後悔,o
L8 L13,"於_nr 是_v 先_d 嘗到_v 快樂_a 的_uj 滋味_n ，_x 再體_d 會_v 痛苦_物
 和_c 後悔_物",於是先嘗到快樂的滋味，再體會痛苦和什麼,o
L8 L13," 再體_d 會_v 痛苦_物
 和_c 後悔_物",再體會什麼和後悔,
L8 L13," 再體_d 會_v 痛苦_物
 和_c 後悔_物",再體會痛苦和什麼,
L8 L13,"做_v 大事_n 
的_uj 人_人 ，_x 都_d 是_v 先吃盡苦頭_i ，_x 最_d 後_nr 才_d 成功_a 
的_uj",做什麼事情的人，都是先吃進苦頭，最後才成功的,o
L8 L13,"做_v 大事_n 
的_uj 人_人 ",做什麼事情的人,
L8 L13,所以_c 我們_人 要_v 做_v 一個_m 勤勞_a 的_uj 人_人,所以誰要做一個勤勞的人,
L8 L13,所以_c 我們_人 要_v 做_v 一個_m 勤勞_a 的_uj 人_人,所以我們要做一個勤勞的誰,
L8 L14,你_人 從_p 廣大_a 的_uj 田野_地方 流過_v,誰從廣大的田野流過,
L8 L14,你_人 從_p 廣大_a 的_uj 田野_地方 流過_v,你從廣大的什麼地方流過,
L8 L14,帶來_v 深山_地方 裡_f 的_uj 氣息_物,帶來哪裡的氣息,
L8 L14,帶來_v 深山_地方 裡_f 的_uj 氣息_物,帶來深山的什麼東西,
L8 L14,松針_物 和_c 青苔_物 把_p 河水_物 染綠_v 了_ul,什麼和青苔把河水染綠了,
L8 L14,松針_物 和_c 青苔_物 把_p 河水_物 染綠_v 了_ul,松針和什麼把河水染綠了,
L8 L14,松針_物 和_c 青苔_物 把_p 河水_物 染綠_v 了_ul,松針和青苔把什麼染綠了,
L8 L14,你_人 從_p 都市_地方 的_uj 邊緣_n 流過_v,誰從都市的邊緣流過,
L8 L14,你_人 從_p 都市_地方 的_uj 邊緣_n 流過_v,你從哪裡的邊緣流過,
L8 L14,帶來_v 人群_n 的_uj 快樂_物 和_c 奮勉_物,帶來人群的什麼和勤勉,
L8 L14,帶來_v 人群_n 的_uj 快樂_物 和_c 奮勉_物,帶來人群的快樂和什麼,
L8 L12,"李先生_人 的_uj 好_a 脾氣_物 是_v 很_d 有名_a 
的_uj",誰的好脾氣是很有名的,
L8 L12,"李先生_人 的_uj 好_a 脾氣_物 是_v 很_d 有名_a 
的_uj",李先生的什麼是很有名的,
L8 L12,"鄰居_人 們_k 覺得_v 他_人 的_uj 好_a 脾氣_物 真是_d 
稀奇_a ，_x 都_d 對_p 他_人 佩服_v 得_ud 不得了_l",誰覺得他的好脾氣真是稀奇，都對他佩服得不得了,o
L8 L12,"鄰居_人 們_k 覺得_v 他_人 的_uj 好_a 脾氣_物 真是_d 
稀奇_a ，_x 都_d 對_p 他_人 佩服_v 得_ud 不得了_l",鄰居們覺得誰的好脾氣真是稀奇，都對他佩服得不得了,o
L8 L12,"鄰居_人 們_k 覺得_v 他_人 的_uj 好_a 脾氣_物 真是_d 
稀奇_a ，_x 都_d 對_p 他_人 佩服_v 得_ud 不得了_l",鄰居們覺得他的好脾氣真是稀奇，都對誰佩服得不得了,o
L8 L12,"鄰居_人 們_k 覺得_v 他_人 的_uj 好_a 脾氣_物 真是_d 
稀奇_a ，_x 都_d 對_p 他_人 佩服_v 得_ud 不得了_l",鄰居們覺得他的什麼東西真是稀奇，都對他佩服得不得了,o
L8 L12,"鄰居_人 們_k 覺得_v 他_人 的_uj 好_a 脾氣_物 真是_d 
稀奇_a ",誰覺得他的好脾氣真是稀奇,
L8 L12,"鄰居_人 們_k 覺得_v 他_人 的_uj 好_a 脾氣_物 真是_d 
稀奇_a ",鄰居們覺得誰的好脾氣真是稀奇,
L8 L12,"鄰居_人 們_k 覺得_v 他_人 的_uj 好_a 脾氣_物 真是_d 
稀奇_a ",鄰居們覺得他的什麼東西真是稀奇,
L8 L12,都_d 對_p 他_人 佩服_v 得_ud 不得了_l,都對誰佩服得不得了,
L8 L12,"李先生_人 請_v 幾個_m 朋友_人 
到_v 餐廳_地方 去_v 吃飯_事",誰請幾個朋友到餐廳去吃飯,
L8 L12,"李先生_人 請_v 幾個_m 朋友_人 
到_v 餐廳_地方 去_v 吃飯_事",李先生請幾個朋友到哪裡去吃飯,
L8 L12,"李先生_人 請_v 幾個_m 朋友_人 
到_v 餐廳_地方 去_v 吃飯_事",李先生請幾個朋友到餐廳去做什麼事,
L8 L12,"餐廳_地方 裡_f 有_v 一個_m 
新來_v 的_uj 服務生_人 ",什麼地方裡有一個新來的服務生,
L8 L12,"餐廳_地方 裡_f 有_v 一個_m 
新來_v 的_uj 服務生_人 ",餐廳裡有一個新來的誰,
L8 L12,"上菜_事 不_d 小心_n ，_x 把_p 
一碗_m 熱湯_物 打翻_v 了_ul",做什麼事情不小心，把一碗熱湯打翻了,
L8 L12,"上菜_事 不_d 小心_n ，_x 把_p 
一碗_m 熱湯_物 打翻_v 了_ul",上菜不小心，把一碗什麼東西打翻了,
L8 L12,"不但_c 弄_v 髒_y 了_ul 自己_人 
的_uj 袖子_物 ，_x 還_d 濺_v 了_ul 李先生_人 一身_m",不但弄髒了誰的袖子，還濺了李先生一身,
L8 L12,"不但_c 弄_v 髒_y 了_ul 自己_人 
的_uj 袖子_物 ，_x 還_d 濺_v 了_ul 李先生_人 一身_m",不但弄髒了自己的什麼，還濺了李先生一身,
L8 L12,"不但_c 弄_v 髒_y 了_ul 自己_人 
的_uj 袖子_物 ，_x 還_d 濺_v 了_ul 李先生_人 一身_m",不但弄髒了自己的袖子，還濺了誰一身,
L8 L12,把_p 李先生_人 嚇_v 了_ul 一大跳_i,把誰下了一大跳,
L8 L12,"服務生_人 慌_a 
了_ul",誰慌了?,
L8 L12,"李先生_人 站_v 起來_v ，_x 從_zg 口袋_物 裡_f 掏_v 
出_v 一條_m 手帕_物 ",誰站起來，從口袋裡掏出一條手帕,
L8 L12,"李先生_人 站_v 起來_v ，_x 從_zg 口袋_物 裡_f 掏_v 
出_v 一條_m 手帕_物 ",李先生站起來，從哪裡掏出一條手帕,
L8 L12,"李先生_人 站_v 起來_v ，_x 從_zg 口袋_物 裡_f 掏_v 
出_v 一條_m 手帕_物 ",李先生站起來，從口袋裡掏出一條什麼東西,
L8 L12,"朋友_人 們_k 以為_c 他_人 是_v 要_v 
擦_v 自己_人 的_uj 衣服_物 ，_x 沒_zg 想到_v 他_人 伸手_v 去_v 
擦_v 服務生_人 的_uj 袖子_物",朋友們以為誰是要擦自己的衣服，沒想到他伸手去擦服務生的袖子,o
L8 L12,"朋友_人 們_k 以為_c 他_人 是_v 要_v 
擦_v 自己_人 的_uj 衣服_物 ，_x 沒_zg 想到_v 他_人 伸手_v 去_v 
擦_v 服務生_人 的_uj 袖子_物",朋友們以為他是要擦自己的衣服，沒想到他伸手去擦誰的袖子,o
L8 L12,"朋友_人 們_k 以為_c 他_人 是_v 要_v 
擦_v 自己_人 的_uj 衣服_物 ，_x 沒_zg 想到_v 他_人 伸手_v 去_v 
擦_v 服務生_人 的_uj 袖子_物",朋友們以為他是要擦自己的衣服，沒想到他伸手去擦服務生的什麼,o
L8 L12,"朋友_人 們_k 以為_c 他_人 是_v 要_v 
擦_v 自己_人 的_uj 衣服_物 ",朋友們以為誰是要擦自己的衣服,
L8 L12,"朋友_人 們_k 以為_c 他_人 是_v 要_v 
擦_v 自己_人 的_uj 衣服_物 ",朋友們以為他是要擦自己的什麼,
L8 L12,"沒_zg 想到_v 他_人 伸手_v 去_v 
擦_v 服務生_人 的_uj 袖子_物",沒想到他伸手去擦誰的袖子,
L8 L12,"沒_zg 想到_v 他_人 伸手_v 去_v 
擦_v 服務生_人 的_uj 袖子_物",沒想到他伸手去擦服務生的什麼,
L8 L12,"他_人 的_uj 
態度_物 就_d 像_v 對待_v 自己_人 的_uj 孩子_人 一樣_r",誰的態度就像對待自己的孩子一樣,
L8 L12,"他_人 的_uj 
態度_物 就_d 像_v 對待_v 自己_人 的_uj 孩子_人 一樣_r",他的什麼就像對待自己的孩子一樣,
L8 L12,"他_人 的_uj 
態度_物 就_d 像_v 對待_v 自己_人 的_uj 孩子_人 一樣_r",他的態度就像對待誰的孩子一樣,
L8 L12,"他_人 的_uj 
態度_物 就_d 像_v 對待_v 自己_人 的_uj 孩子_人 一樣_r",他的態度就像對待自己的誰一樣,
L8 L12,"李先生_人 陪_v 太太_人 到_v 
醫院_地方 看病_事",誰陪太太到醫院看病,
L8 L12,"李先生_人 陪_v 太太_人 到_v 
醫院_地方 看病_事",李先生陪誰到醫院看病,
L8 L12,"李先生_人 陪_v 太太_人 到_v 
醫院_地方 看病_事",李先生陪太太到哪裡看病,
L8 L12,"李先生_人 陪_v 太太_人 到_v 
醫院_地方 看病_事",李先生陪太太到醫院做什麼事情,
L8 L12,"有_v 一個_m 護士_人 
跑_v 過來_t ，_x 迎面_d 撞上_v 了_ul 李先生_人",有一個誰跑過來，迎面撞上了李先生,
L8 L12,"有_v 一個_m 護士_人 
跑_v 過來_t ，_x 迎面_d 撞上_v 了_ul 李先生_人",有一個護士跑過來，迎面撞上了誰,
L8 L12,"李先生_人
的_uj 鼻子_物 被_p 那個_r 人_人 的_uj 頭_物 重重_a 
的_uj 撞_v 了_ul 一下_m",誰的鼻子背那個人的頭重重的撞了一下,
L8 L12,"李先生_人
的_uj 鼻子_物 被_p 那個_r 人_人 的_uj 頭_物 重重_a 
的_uj 撞_v 了_ul 一下_m",李先生的什麼被那個人的頭重重的撞了一下,
L8 L12,"李先生_人
的_uj 鼻子_物 被_p 那個_r 人_人 的_uj 頭_物 重重_a 
的_uj 撞_v 了_ul 一下_m",李先生的鼻子被那個人的什麼重重的撞了一下,
L8 L12,李先生_人 還_x 伸手_v 去_v 摸_v 護士_人 的_uj 頭_物,誰還伸手去摸護士的頭,
L8 L12,李先生_人 還_x 伸手_v 去_v 摸_v 護士_人 的_uj 頭_物,李先生還伸手去摸誰的頭,
L8 L12,李先生_人 還_x 伸手_v 去_v 摸_v 護士_人 的_uj 頭_物,李先生還伸手去摸護士的哪裡,
L8 L12,"難_a 道_q 
你_人 從來_d 不_d 生氣_n 嗎_y",難道誰從來不生氣嗎,
L8 L12,"但是_c 你_人 只要_c 多_m 替_p 別人_人 想_v 
想_v ，_x 氣_物 就_d 消_v 了_ul",但是誰只要多替別人想想，氣就消了,
L8 L12,"但是_c 你_人 只要_c 多_m 替_p 別人_人 想_v 
想_v ，_x 氣_物 就_d 消_v 了_ul",但是你只要多替別人想想，什麼就消了,
L8 L12,"我_人 總_b 覺得_v ，_x 隨便_d 
對_p 人_人 發_n 脾氣_物 是_v 不_d 應該_v 的_uj",誰總覺得，隨便對人發脾氣是不應該的,
L8 L8,美國_地方 有位_n 發明家_人 名叫_v 貝爾_人,哪裡有位發明家名叫貝爾,
L8 L8,"他父親_人 是_v 教_v 聾啞人_人 說話_事 的_uj 專家_人 ，_x 
所以_c 貝爾_人 從_p 小_a 就_d 喜歡_v 研究_vn 人類_人 說話_事 
的_uj 聲音_物",誰是教聾啞人說話的專家，所以貝爾從小就喜歡研究人類說話的聲音,
L8 L8,"他父親_人 是_v 教_v 聾啞人_人 說話_事 的_uj 專家_人 ，_x 
所以_c 貝爾_人 從_p 小_a 就_d 喜歡_v 研究_vn 人類_人 說話_事 
的_uj 聲音_物",他父親是教誰說話的專家，所以貝爾從小就喜歡研究人類說話的聲音,
L8 L8,"他父親_人 是_v 教_v 聾啞人_人 說話_事 的_uj 專家_人 ，_x 
所以_c 貝爾_人 從_p 小_a 就_d 喜歡_v 研究_vn 人類_人 說話_事 
的_uj 聲音_物",他父親是教聾啞人說話的專家，所以誰從小就喜歡研究人類說話的聲音,
L8 L8,"他父親_人 是_v 教_v 聾啞人_人 說話_事 的_uj 專家_人 ，_x 
所以_c 貝爾_人 從_p 小_a 就_d 喜歡_v 研究_vn 人類_人 說話_事 
的_uj 聲音_物",他父親是教聾啞人說話的專家，所以貝爾從小就喜歡研究人類做什麼事情的聲音,
L8 L8,他父親_人 是_v 教_v 聾啞人_人 說話_事 的_uj 專家_人,誰是教聾啞人說話的專家,
L8 L8,他父親_人 是_v 教_v 聾啞人_人 說話_事 的_uj 專家_人,他父親是教誰說話的專家,
L8 L8,"所以_c 貝爾_人 從_p 小_a 就_d 喜歡_v 研究_vn 人類_人 說話_事 
的_uj 聲音_物",所以誰從小就喜歡研究人類說話的聲音,
L8 L8,"所以_c 貝爾_人 從_p 小_a 就_d 喜歡_v 研究_vn 人類_人 說話_事 
的_uj 聲音_物",所以貝爾從小就喜歡研究人類做什麼事情的聲音,
L8 L8,貝爾_人 出生_v 在_p 英國_地方,誰出生在英國,
L8 L8,貝爾_人 出生_v 在_p 英國_地方,貝爾在哪裡出生,
L8 L8,"二十四_m 歲_zg 
才_d 來_v 到_v 美國_地方",二十四歲才來到什麼地方,
L8 L8,"貝爾_人 出生_v 在_p 英國_地方 ，_x 二十四_m 歲_zg 
才_d 來_v 到_v 美國_地方",誰出生在英國，二十四歲才來到美國,
L8 L8,"貝爾_人 出生_v 在_p 英國_地方 ，_x 二十四_m 歲_zg 
才_d 來_v 到_v 美國_地方",貝爾出生在哪裡，二十四歲才來到美國,
L8 L8,"貝爾_人 出生_v 在_p 英國_地方 ，_x 二十四_m 歲_zg 
才_d 來_v 到_v 美國_地方",貝爾出生在英國，二十四歲才來到什麼地方,
L8 L8,"電報_物 已經_d 
通行_j 了_ul 三十多年_時間",什麼東西已經通行了三十多年,
L8 L8,"電報_物 已經_d 
通行_j 了_ul 三十多年_時間",電報已經通行了多久,
L8 L8,"他_人 想_v 電報_物 可以_c 
把_p 文字_物 輸_x 送到_v 很遠_a 的_uj 地方_n 去_v ，_x 有_v 
沒有_v 可能_v 把_p 聲音_物 也_d 送到_v 很遠_a 的_uj 地_n 
方_q 呢_y ？",誰想電報可以把文字輸送到很遠的地方去，有沒有可能把聲音也送到很遠的地方呢,o
L8 L8,"他_人 想_v 電報_物 可以_c 
把_p 文字_物 輸_x 送到_v 很遠_a 的_uj 地方_n 去_v ，_x 有_v 
沒有_v 可能_v 把_p 聲音_物 也_d 送到_v 很遠_a 的_uj 地_n 
方_q 呢_y ？",他想什麼東西可以把文字輸送到很遠的地方去，有沒有可能把聲音也送到很遠的地方呢,o
L8 L8,"他_人 想_v 電報_物 可以_c 
把_p 文字_物 輸_x 送到_v 很遠_a 的_uj 地方_n 去_v ，_x 有_v 
沒有_v 可能_v 把_p 聲音_物 也_d 送到_v 很遠_a 的_uj 地_n 
方_q 呢_y ？",他想電報可以把什麼輸送到很遠的地方去，有沒有可能把聲音也送到很遠的地方呢,o
L8 L8,"他_人 想_v 電報_物 可以_c 
把_p 文字_物 輸_x 送到_v 很遠_a 的_uj 地方_n 去_v ，_x 有_v 
沒有_v 可能_v 把_p 聲音_物 也_d 送到_v 很遠_a 的_uj 地_n 
方_q 呢_y ？",他想電報可以把文字輸送到很遠的地方去，有沒有可能把什麼東西也送到很遠的地方呢,o
L8 L8,"他_人 想_v 電報_物 可以_c 
把_p 文字_物 輸_x 送到_v 很遠_a 的_uj 地方_n 去_v ",誰想電報可以把文字輸送到很遠的地方去,
L8 L8,"他_人 想_v 電報_物 可以_c 
把_p 文字_物 輸_x 送到_v 很遠_a 的_uj 地方_n 去_v ",他想什麼東西可以把文字輸送到很遠的地方去,
L8 L8,"他_人 想_v 電報_物 可以_c 
把_p 文字_物 輸_x 送到_v 很遠_a 的_uj 地方_n 去_v ",他想電報可以把什麼輸送到很遠的地方去,
L8 L8,"有_v 
沒有_v 可能_v 把_p 聲音_物 也_d 送到_v 很遠_a 的_uj 地_n 
方_q 呢_y ",有沒有可能把什麼東西也送到很遠的地方呢,
L8 L8,"貝爾_人 和_c 他_人 的_uj 朋友_人 華生_人 開始_v 
研究_事 電話_物",誰和他的朋友華生開始研究電話,
L8 L8,"貝爾_人 和_c 他_人 的_uj 朋友_人 華生_人 開始_v 
研究_事 電話_物",貝爾和他的朋友什麼人開始研究電話,
L8 L8,"貝爾_人 和_c 他_人 的_uj 朋友_人 華生_人 開始_v 
研究_事 電話_物",貝爾和他的朋友華生開始研究什麼,
L8 L8,"經過_p 了_ul 六年_時間 ，_x 仍然_d 沒_zg 
有_v 成功_a",經過了多久，仍然沒有成功,o
L8 L8,經過_p 了_ul 六年_時間 ,經過了多久,
L8 L8,"華生_人 非常_d 
疲倦_a ，_x 就_d 在_p 自己_人 的_uj 小房_地方 間_f 裡_f 打瞌睡_事",誰非常疲倦，就在自己的小房間裡打瞌睡,
L8 L8,"華生_人 非常_d 
疲倦_a ，_x 就_d 在_p 自己_人 的_uj 小房_地方 間_f 裡_f 打瞌睡_事",華生非常疲倦，就在自己的小房間裡做什麼事情,
L8 L8,"貝爾_人 在_p 另外_c 一個_m 房間_地方 研究_vn 電路_物 
，_x 卻_d 不_d 小心_n 打翻_v 了_ul 桌上_地方 實驗_vn 用_p 
的_uj 藥水_物",誰在另外一個房間研究電路，卻不小心打翻了桌上實驗用的藥水,o
L8 L8,"貝爾_人 在_p 另外_c 一個_m 房間_地方 研究_vn 電路_物 
，_x 卻_d 不_d 小心_n 打翻_v 了_ul 桌上_地方 實驗_vn 用_p 
的_uj 藥水_物",貝爾在另外一個房間研究什麼，卻不小心打翻了桌上實驗用的藥水,o
L8 L8,"貝爾_人 在_p 另外_c 一個_m 房間_地方 研究_vn 電路_物 
，_x 卻_d 不_d 小心_n 打翻_v 了_ul 桌上_地方 實驗_vn 用_p 
的_uj 藥水_物",貝爾在另外一個房間研究電路，卻不小心打翻了桌上實驗用的什麼,o
L8 L8,貝爾_人 在_p 另外_c 一個_m 房間_地方 研究_vn 電路_物,誰在另外一個房間研究電路,
L8 L8,貝爾在另外一個房間研究什麼,貝爾在另外一個房間研究什麼,
L8 L8,"卻_d 不_d 小心_n 打翻_v 了_ul 桌上_地方 實驗_vn 用_p 
的_uj 藥水_物",卻不小心打翻了桌上實驗用的什麼,
L8 L8,"在_p 另_r 一個_m 房間_n 剛_d 要_v 
睡覺_v 的_uj 華生_人 ，_x 聽到_v 桌子_地方 上_f 的_uj 受話器_物 
傳來_v 貝爾_人 的_uj 聲音_物",在另一個房間剛要睡覺的誰，聽到桌子上的受話器傳來貝爾的聲音,o
L8 L8,"在_p 另_r 一個_m 房間_n 剛_d 要_v 
睡覺_v 的_uj 華生_人 ，_x 聽到_v 桌子_地方 上_f 的_uj 受話器_物 
傳來_v 貝爾_人 的_uj 聲音_物",在另一個房間剛要睡覺的華生，聽到桌子上的什麼傳來貝爾的聲音,o
L8 L8,"在_p 另_r 一個_m 房間_n 剛_d 要_v 
睡覺_v 的_uj 華生_人 ，_x 聽到_v 桌子_地方 上_f 的_uj 受話器_物 
傳來_v 貝爾_人 的_uj 聲音_物",在另一個房間剛要睡覺的華生，聽到桌子上的受話器傳來誰的聲音,o
L8 L8,"在_p 另_r 一個_m 房間_n 剛_d 要_v 
睡覺_v 的_uj 華生_人 ，_x 聽到_v 桌子_地方 上_f 的_uj 受話器_物 
傳來_v 貝爾_人 的_uj 聲音_物",在另一個房間剛要睡覺的華生，聽到桌子上的受話器傳來貝爾的什麼,o
L8 L8,"在_p 另_r 一個_m 房間_n 剛_d 要_v 
睡覺_v 的_uj 華生_人",在另一個房間剛要睡覺的誰,
L8 L8,"聽到_v 桌子_地方 上_f 的_uj 受話器_物 
傳來_v 貝爾_人 的_uj 聲音_物",聽到桌子上的什麼傳來貝爾的聲音,
L8 L8,"聽到_v 桌子_地方 上_f 的_uj 受話器_物 
傳來_v 貝爾_人 的_uj 聲音_物",聽到桌子上的受話器傳來誰的聲音,
L8 L8,"聽到_v 桌子_地方 上_f 的_uj 受話器_物 
傳來_v 貝爾_人 的_uj 聲音_物",聽到桌子上的受話器傳來貝爾的什麼,
L8 L8,"那一天_時間 ，_x 正是_d 西元一八七六年_時間
的_uj 三月_時間 十日_時間 ，_x 也_d 就是_d 人類_人 有_v 了_ul 
第一架_m 電話機_物 的_uj 日子_n 。",那一天，正是什麼時候的三月十日，也就是人類有了第一架電話機的日子,o
L8 L8,"那一天_時間 ，_x 正是_d 西元一八七六年_時間
的_uj 三月_時間 十日_時間 ，_x 也_d 就是_d 人類_人 有_v 了_ul 
第一架_m 電話機_物 的_uj 日子_n 。",那一天，正是西元一八七六年的何時，也就是人類有了第一架電話機的日子,o
L8 L8,"那一天_時間 ，_x 正是_d 西元一八七六年_時間
的_uj 三月_時間 十日_時間 ，_x 也_d 就是_d 人類_人 有_v 了_ul 
第一架_m 電話機_物 的_uj 日子_n 。",那一天，正是西元一八七六年的三月十日，也就是人類有了第一架什麼東西的日子,o
L8 L8,"也_d 就是_d 人類_人 有_v 了_ul 
第一架_m 電話機_物 的_uj 日子_n 。",也就是人類有了第一架什麼東西的日子,
L8 L6,古代_時間 秦國_地方 的_uj 土地_地方 上有_v 一條_m 河_物,何時秦國的土地上有一條河,
L8 L6,古代_時間 秦國_地方 的_uj 土地_地方 上有_v 一條_m 河_物,古代哪裡的土地上有一條河,
L8 L6,古代_時間 秦國_地方 的_uj 土地_地方 上有_v 一條_m 河_物,古代秦國的土地上有一條什麼,
L8 L6,"古代_時間 秦國_地方 的_uj 土地_地方 上有_v 一條_m 河_物 ，_x 
常常_d 鬧_v 水災_事",何時秦國的土地上有一條河，常常鬧水災,o
L8 L6,"古代_時間 秦國_地方 的_uj 土地_地方 上有_v 一條_m 河_物 ，_x 
常常_d 鬧_v 水災_事",古代哪裡的土地上有一條河，常常鬧水災,
L8 L6,"古代_時間 秦國_地方 的_uj 土地_地方 上有_v 一條_m 河_物 ，_x 
常常_d 鬧_v 水災_事",古代秦國的土地上有一條什麼，常常鬧水災,
L8 L6,"古代_時間 秦國_地方 的_uj 土地_地方 上有_v 一條_m 河_物 ，_x 
常常_d 鬧_v 水災_事",古代秦國的土地上有一條河，常常發生什麼事情,
L8 L6,常常_d 鬧_v 水災_事,常常發生什麼事情,
L8 L6,"淹沒_v 了_ul 附近_f 的_uj 農田_物 和_c 
房屋_物",淹沒了附近的什麼和房屋,
L8 L6,"淹沒_v 了_ul 附近_f 的_uj 農田_物 和_c 
房屋_物",淹沒了附近的農田和什麼,
L8 L6,"當地_s 的_uj 居民_人 受到_v 很大_a 的_uj 損失_n ，_x 
生活_vn 非常_d 困苦_an",當地的誰受到很大的損失，生活非常困苦,o
L8 L6,當地_s 的_uj 居民_人 受到_v 很大_a 的_uj 損失_n ,當地的誰受到很大的損失,
L8 L6,"秦王_人 很_d 著急_a ，_x 希望_v 能_v 
找到_v 一個_m 水利_n 專家_人 ，_x 幫_v 他_人 想想_v 辦法_n",誰很著急，希望能找到一個水利專家，幫他想想辦法,o
L8 L6,秦王_人 很_d 著急_a,誰很著急,
L8 L6,後_nr 來_v 找到_v 了_ul 李冰_人 ，_x 便_d 派_v 他_人 去_v 治水_事,後來找到了誰，便派他去治水,o
L8 L6,後_nr 來_v 找到_v 了_ul 李冰_人 ，_x 便_d 派_v 他_人 去_v 治水_事,後來找到了李冰，便派誰去治水,o
L8 L6,後_nr 來_v 找到_v 了_ul 李冰_人 ，_x 便_d 派_v 他_人 去_v 治水_事,後來找到了李冰，便派他去做什麼事情,o
L8 L6,後_nr 來_v 找到_v 了_ul 李冰_人,後來找到了誰,
L8 L6,便_d 派_v 他_人 去_v 治水_事,便派誰去治水,
L8 L6,便_d 派_v 他_人 去_v 治水_事,便派他去做什麼事情,
L8 L6,"李冰_人 先_d 仔細_ad 察看_v 這條_mq 河流_物 的_uj 水道_物 ，
_x 再_d 找出_v 了_ul 鬧水災_事 的_uj 原因_n",誰先仔細查看這條河流的水道，再找出了鬧水災的原因,o
L8 L6,"李冰_人 先_d 仔細_ad 察看_v 這條_mq 河流_物 的_uj 水道_物 ，
_x 再_d 找出_v 了_ul 鬧水災_事 的_uj 原因_n",李冰先仔細查看這條河流的什麼，再找出了鬧水災的原因,o
L8 L6,"李冰_人 先_d 仔細_ad 察看_v 這條_mq 河流_物 的_uj 水道_物 ，
_x 再_d 找出_v 了_ul 鬧水災_事 的_uj 原因_n",李冰先仔細查看這條河流的水道，再找出了什麼事情的原因,o
L8 L6,李冰_人 先_d 仔細_ad 察看_v 這條_mq 河流_物 的_uj 水道_物,誰先仔細查看這條河流的水道,
L8 L6,李冰_人 先_d 仔細_ad 察看_v 這條_mq 河流_物 的_uj 水道_物,李冰先仔細查看這條河流的什麼,
L8 L6, 再_d 找出_v 了_ul 鬧水災_事 的_uj 原因_n,再找出了什麼事情的原因,
L8 L6,"原來_v 河流_物 
是_v 從_p 高山_地方 上_f 流下_v 來_v 的_uj",原來什麼是從高山上留下來的,
L8 L6,"原來_v 河流_物 
是_v 從_p 高山_地方 上_f 流下_v 來_v 的_uj",原來河流是從哪裡留下來的,
L8 L6,"冬天_時間 ，_x 山上_地方
積_v 了_ul 很多_m 雪_物",何時，山上積了很多雪,
